Date,PriceCut,RegionID,RegionName,SizeRank
2010-09,23.396278274,395195,"Visalia, CA",111
2010-09,14.152569855,395096,"Shreveport, LA",112
2010-09,12.888311199,395116,"Springfield, MO",113
2010-09,19.157683843,395244,"York, PA",114
2010-09,12.844539183,394502,"Corpus Christi, TX",115
2010-09,18.116115940,394596,"Flint, MI",116
2010-09,16.536442477,395019,"Reno, NV",117
2010-09,14.920497075,394338,"Asheville, NC",118
2010-09,14.946760875,394995,"Port St. Lucie, FL",119
2010-09,13.980540366,394612,"Fort Wayne, IN",122
2010-09,18.109855692,394870,"Mobile, AL",125
2010-09,15.794947487,395015,"Reading, PA",126
2010-09,12.153386599,394746,"Killeen, TX",128
2010-09,18.150654697,394439,"Canton, OH",129
2010-09,12.036982755,394372,"Beaumont, TX",130
2010-09,15.863362034,394820,"Manchester, NH",131
2010-09,19.988176369,395048,"Salem, OR",132
2010-09,19.289085847,394327,"Anchorage, AK",133
2010-09,17.614110117,394972,"Peoria, IL",135
2010-09,13.156136623,394898,"Myrtle Beach, SC",136
2010-09,14.358365213,394875,"Montgomery, AL",137
2010-09,11.193987892,395146,"Tallahassee, FL",140
2010-09,18.506132657,395164,"Trenton, NJ",141
2010-09,10.147063369,394589,"Fayetteville, NC",142
2010-09,19.272464629,394576,"Eugene, OR",145
2010-09,20.749458691,395033,"Rockford, IL",146
2010-09,11.667051907,395070,"Savannah, GA",147
2010-09,12.483318596,394332,"Ann Arbor, MI",148
2010-09,14.344704435,394927,"Ocala, FL",149
2010-09,15.721764416,394901,"Naples, FL",151
2010-09,12.573561407,395107,"South Bend, IN",152
2010-09,12.528911883,395109,"Spartanburg, SC",153
2010-09,11.411407221,395028,"Roanoke, VA",156
2010-09,15.472255373,394602,"Fort Collins, CO",159
2010-09,16.446088404,394488,"Columbus, GA",161
2010-09,16.985269651,394405,"Boulder, CO",162
2010-09,17.579884494,394808,"Lubbock, TX",163
2010-09,13.487480341,394543,"Duluth, MN",166
2010-09,15.299300638,394622,"Gainesville, FL",170
2010-09,12.792826277,394471,"Clarksville, TN",172
2010-09,14.935600761,395229,"Wilmington, NC",175
2010-09,16.929368924,394645,"Greeley, CO",177
2010-09,13.830691022,394937,"Olympia, WA",179
2010-09,16.494753549,753875,"Crestview-Fort Walton Beach-Destin, FL",187
2010-09,15.187616101,395103,"Sioux Falls, SD",193
2010-09,14.239289401,394459,"Charlottesville, VA",197
2010-09,15.419040069,394361,"Barnstable Town, MA",199
2010-09,17.047373077,395002,"Prescott, AZ",202
2010-09,14.718152075,394378,"Bellingham, WA",212
2010-09,19.949434007,394765,"Lake Havasu City, AZ",213
2010-09,11.061999270,394681,"Hilton Head Island, SC",223
2010-09,15.597538471,394960,"Panama City, FL",226
2010-09,13.450583136,394519,"Daphne, AL",228
2010-09,11.766526306,394623,"Gainesville, GA",229
2010-09,10.157726159,394716,"Jacksonville, NC",232
2010-09,20.431495447,395009,"Punta Gorda, FL",251
2010-09,15.691860569,394380,"Bend, OR",256
2010-09,14.982814542,394685,"Homosassa Springs, FL",289
2010-09,8.384494932,394351,"Auburn, AL",290
2010-09,14.450344437,394983,"Pittsfield, MA",310
2010-09,13.601791658,394712,"Jackson, TN",313
2010-10,15.176470735,102001,United States,0
2010-10,13.824717978,394913,"New York, NY",1
2010-10,17.542990358,753899,"Los Angeles-Long Beach-Anaheim, CA",2
2010-10,16.222845230,394463,"Chicago, IL",3
2010-10,14.777778944,394514,"Dallas-Fort Worth, TX",4
2010-10,19.008827801,394974,"Philadelphia, PA",5
2010-10,14.425321372,394692,"Houston, TX",6
2010-10,15.137148832,395209,"Washington, DC",7
2010-10,13.979448927,394856,"Miami-Fort Lauderdale, FL",8
2010-10,15.655576192,394347,"Atlanta, GA",9
2010-10,16.897166030,394404,"Boston, MA",10
2010-10,14.632570469,395057,"San Francisco, CA",11
2010-10,16.001720995,394532,"Detroit, MI",12
2010-10,13.601655383,395025,"Riverside, CA",13
2010-10,23.671526128,394976,"Phoenix, AZ",14
2010-10,16.773169033,395078,"Seattle, WA",15
2010-10,20.281113256,394865,"Minneapolis-St Paul, MN",16
2010-10,19.427671804,395056,"San Diego, CA",17
2010-10,19.527698452,395121,"St. Louis, MO",18
2010-10,18.439976290,395148,"Tampa, FL",19
2010-10,17.486721023,394358,"Baltimore, MD",20
2010-10,18.131012872,394530,"Denver, CO",21
2010-10,13.504861144,394982,"Pittsburgh, PA",22
2010-10,18.984610896,394998,"Portland, OR",23
2010-10,14.185174588,394458,"Charlotte, NC",24
2010-10,13.904790476,395045,"Sacramento, CA",25
2010-10,13.934462053,395055,"San Antonio, TX",26
2010-10,17.109039558,394943,"Orlando, FL",27
2010-10,16.760699344,394466,"Cincinnati, OH",28
2010-10,14.798284420,394475,"Cleveland, OH",29
2010-10,17.815168241,394735,"Kansas City, MO",30
2010-10,15.532989600,394775,"Las Vegas, NV",31
2010-10,16.464315987,394492,"Columbus, OH",32
2010-10,13.093892426,394705,"Indianapolis, IN",33
2010-10,15.108363293,395059,"San Jose, CA",34
2010-10,14.692571526,394355,"Austin, TX",35
2010-10,17.164597346,395194,"Virginia Beach, VA",36
2010-10,16.849773379,394902,"Nashville, TN",37
2010-10,16.362053990,395005,"Providence, RI",38
2010-10,15.840601700,394862,"Milwaukee, WI",39
2010-10,21.122453845,394714,"Jacksonville, FL",40
2010-10,14.826282685,394849,"Memphis, TN",41
2010-10,14.909415720,394935,"Oklahoma City, OK",42
2010-10,14.129253002,394807,"Louisville-Jefferson County, KY",43
2010-10,17.668747127,394669,"Hartford, CT",44
2010-10,13.660024329,395022,"Richmond, VA",45
2010-10,12.888163886,394910,"New Orleans, LA",46
2010-10,18.218794371,394425,"Buffalo, NY",47
2010-10,12.672152582,395012,"Raleigh, NC",48
2010-10,15.267545792,394388,"Birmingham, AL",49
2010-10,16.284041810,395053,"Salt Lake City, UT",50
2010-10,13.927362565,395031,"Rochester, NY",51
2010-10,15.359258360,394640,"Grand Rapids, MI",52
2010-10,22.497417540,395167,"Tucson, AZ",53
2010-10,9.291045317,753924,"Urban Honolulu, HI",54
2010-10,12.727812112,395169,"Tulsa, OK",55
2010-10,19.800337510,394619,"Fresno, CA",56
2010-10,16.825881820,395238,"Worcester, MA",57
2010-10,14.001724196,394415,"Stamford, CT",58
2010-10,18.438749982,394312,"Albuquerque, NM",59
2010-10,14.862271389,394308,"Albany, NY",60
2010-10,15.447719496,394938,"Omaha, NE",61
2010-10,16.149318778,394908,"New Haven, CT",62
2010-10,13.598340752,394357,"Bakersfield, CA",63
2010-10,15.420458080,394753,"Knoxville, TN",64
2010-10,11.361391360,394653,"Greenville, SC",65
2010-10,14.690217725,394952,"Ventura, CA",66
2010-10,15.589738785,394318,"Allentown, PA",67
2010-10,9.849574114,394561,"El Paso, TX",68
2010-10,11.070026297,394367,"Baton Rouge, LA",69
2010-10,16.039559113,394521,"Dayton, OH",70
2010-10,13.288882232,394486,"Columbia, SC",72
2010-10,10.305412228,394648,"Greensboro, NC",73
2010-10,14.185466206,394304,"Akron, OH",74
2010-10,16.777039311,753906,"North Port-Sarasota-Bradenton, FL",75
2010-10,12.725170165,394798,"Little Rock, AR",76
2010-10,11.470471764,395134,"Stockton, CA",77
2010-10,14.702994935,394457,"Charleston, SC",78
2010-10,14.438324697,395143,"Syracuse, NY",79
2010-10,19.537933253,394484,"Colorado Springs, CO",80
2010-10,9.901788512,395235,"Winston-Salem, NC",81
2010-10,13.610951502,395224,"Wichita, KS",82
2010-10,17.682044322,395115,"Springfield, MA",83
2010-10,17.152504638,394440,"Fort Myers, FL",84
2010-10,15.686980788,394399,"Boise City, ID",85
2010-10,12.515156834,395160,"Toledo, OH",86
2010-10,12.568890948,394816,"Madison, WI",87
2010-10,16.564499815,394766,"Lakeland, FL",88
2010-10,16.262710242,394931,"Ogden, UT",89
2010-10,15.756758029,394528,"Daytona Beach, FL",90
2010-10,14.152814588,394531,"Des Moines, IA",91
2010-10,13.538923345,394711,"Jackson, MS",92
2010-10,9.310775826,394352,"Augusta, GA",94
2010-10,15.333918576,394666,"Harrisburg, PA",96
2010-10,14.950627352,394957,"Melbourne, FL",97
2010-10,16.779897868,394460,"Chattanooga, TN",98
2010-10,16.018494111,395113,"Spokane, WA",99
2010-10,13.775888988,395006,"Provo, UT",100
2010-10,15.067470707,394768,"Lancaster, PA",101
2010-10,16.008347366,394871,"Modesto, CA",102
2010-10,13.426974306,394997,"Portland, ME",103
2010-10,14.545323880,394549,"Durham, NC",104
2010-10,15.425699532,394792,"Lexington, KY",106
2010-10,15.079564496,394770,"Lansing, MI",108
2010-10,10.595785627,394590,"Fayetteville, AR",109
2010-10,17.236113380,394971,"Pensacola, FL",110
2010-10,20.202324547,395195,"Visalia, CA",111
2010-10,9.990684950,395096,"Shreveport, LA",112
2010-10,11.066774258,395116,"Springfield, MO",113
2010-10,18.085610948,395244,"York, PA",114
2010-10,12.741472068,394502,"Corpus Christi, TX",115
2010-10,19.914596914,394596,"Flint, MI",116
2010-10,17.601832387,395019,"Reno, NV",117
2010-10,13.419055491,394338,"Asheville, NC",118
2010-10,13.680376007,394995,"Port St. Lucie, FL",119
2010-10,11.859486889,394612,"Fort Wayne, IN",122
2010-10,13.974810781,394870,"Mobile, AL",125
2010-10,17.261389061,395015,"Reading, PA",126
2010-10,12.865958464,394746,"Killeen, TX",128
2010-10,17.366266583,394439,"Canton, OH",129
2010-10,12.223591946,394372,"Beaumont, TX",130
2010-10,15.982130654,394820,"Manchester, NH",131
2010-10,16.007942479,395048,"Salem, OR",132
2010-10,16.100043135,394327,"Anchorage, AK",133
2010-10,16.814505464,394972,"Peoria, IL",135
2010-10,11.884528164,394898,"Myrtle Beach, SC",136
2010-10,10.627661585,394875,"Montgomery, AL",137
2010-10,13.093411237,395146,"Tallahassee, FL",140
2010-10,17.816482647,395164,"Trenton, NJ",141
2010-10,10.672140755,394589,"Fayetteville, NC",142
2010-10,19.674064743,394576,"Eugene, OR",145
2010-10,16.066755695,395033,"Rockford, IL",146
2010-10,10.891249207,395070,"Savannah, GA",147
2010-10,12.030448288,394332,"Ann Arbor, MI",148
2010-10,13.267696464,394927,"Ocala, FL",149
2010-10,14.460215258,394901,"Naples, FL",151
2010-10,14.077196443,395107,"South Bend, IN",152
2010-10,10.271572568,395109,"Spartanburg, SC",153
2010-10,13.483552632,395028,"Roanoke, VA",156
2010-10,11.318470783,394602,"Fort Collins, CO",159
2010-10,12.452982438,394488,"Columbus, GA",161
2010-10,15.954887278,394405,"Boulder, CO",162
2010-10,16.333905197,394808,"Lubbock, TX",163
2010-10,12.524867141,394543,"Duluth, MN",166
2010-10,11.602507721,394622,"Gainesville, FL",170
2010-10,10.380736214,394471,"Clarksville, TN",172
2010-10,13.102132297,395229,"Wilmington, NC",175
2010-10,13.320787342,394645,"Greeley, CO",177
2010-10,15.246355218,394937,"Olympia, WA",179
2010-10,16.088153311,753875,"Crestview-Fort Walton Beach-Destin, FL",187
2010-10,15.988158020,395103,"Sioux Falls, SD",193
2010-10,10.818363461,394459,"Charlottesville, VA",197
2010-10,13.182859082,394361,"Barnstable Town, MA",199
2010-10,17.518989077,395002,"Prescott, AZ",202
2010-10,15.118016251,394378,"Bellingham, WA",212
2010-10,17.655859719,394765,"Lake Havasu City, AZ",213
2010-10,12.828904749,394681,"Hilton Head Island, SC",223
2010-10,12.779398264,394960,"Panama City, FL",226
2010-10,11.371465768,394519,"Daphne, AL",228
2010-10,13.883750169,394623,"Gainesville, GA",229
2010-10,8.868373476,394716,"Jacksonville, NC",232
2010-10,18.050550468,395009,"Punta Gorda, FL",251
2010-10,13.058335229,394380,"Bend, OR",256
2010-10,12.582677728,394685,"Homosassa Springs, FL",289
2010-10,10.395968813,394351,"Auburn, AL",290
2010-10,13.102721351,394983,"Pittsfield, MA",310
2010-10,15.510782086,394712,"Jackson, TN",313
2010-11,14.679313252,102001,United States,0
2010-11,13.592063969,394913,"New York, NY",1
2010-11,16.237935768,753899,"Los Angeles-Long Beach-Anaheim, CA",2
2010-11,16.036431119,394463,"Chicago, IL",3
2010-11,14.800087467,394514,"Dallas-Fort Worth, TX",4
2010-11,18.028561311,394974,"Philadelphia, PA",5
2010-11,13.352328426,394692,"Houston, TX",6
2010-11,14.791023643,395209,"Washington, DC",7
2010-11,12.660248538,394856,"Miami-Fort Lauderdale, FL",8
2010-11,15.531349814,394347,"Atlanta, GA",9
2010-11,15.658942888,394404,"Boston, MA",10
2010-11,14.573892494,395057,"San Francisco, CA",11
2010-11,15.225608887,394532,"Detroit, MI",12
2010-11,14.634206160,395025,"Riverside, CA",13
2010-11,21.083485614,394976,"Phoenix, AZ",14
2010-11,15.930535488,395078,"Seattle, WA",15
2010-11,19.142503633,394865,"Minneapolis-St Paul, MN",16
2010-11,18.396917333,395056,"San Diego, CA",17
2010-11,17.066911030,395121,"St. Louis, MO",18
2010-11,16.881023465,395148,"Tampa, FL",19
2010-11,17.489966049,394358,"Baltimore, MD",20
2010-11,17.552319453,394530,"Denver, CO",21
2010-11,11.999713676,394982,"Pittsburgh, PA",22
2010-11,18.587392155,394998,"Portland, OR",23
2010-11,12.766409846,394458,"Charlotte, NC",24
2010-11,15.256071697,395045,"Sacramento, CA",25
2010-11,12.719814322,395055,"San Antonio, TX",26
2010-11,15.715477990,394943,"Orlando, FL",27
2010-11,14.553388476,394466,"Cincinnati, OH",28
2010-11,14.588081525,394475,"Cleveland, OH",29
2010-11,16.366502628,394735,"Kansas City, MO",30
2010-11,16.839579752,394775,"Las Vegas, NV",31
2010-11,14.705915647,394492,"Columbus, OH",32
2010-11,12.096519978,394705,"Indianapolis, IN",33
2010-11,15.014788417,395059,"San Jose, CA",34
2010-11,13.863581794,394355,"Austin, TX",35
2010-11,16.034291601,395194,"Virginia Beach, VA",36
2010-11,14.470718038,394902,"Nashville, TN",37
2010-11,15.916436210,395005,"Providence, RI",38
2010-11,15.166255194,394862,"Milwaukee, WI",39
2010-11,21.144512822,394714,"Jacksonville, FL",40
2010-11,14.926641296,394849,"Memphis, TN",41
2010-11,13.613778099,394935,"Oklahoma City, OK",42
2010-11,14.108327708,394807,"Louisville-Jefferson County, KY",43
2010-11,20.625544851,394669,"Hartford, CT",44
2010-11,14.446841511,395022,"Richmond, VA",45
2010-11,10.401470371,394910,"New Orleans, LA",46
2010-11,17.597078127,394425,"Buffalo, NY",47
2010-11,10.963312659,395012,"Raleigh, NC",48
2010-11,13.393870230,394388,"Birmingham, AL",49
2010-11,15.659798711,395053,"Salt Lake City, UT",50
2010-11,14.557600368,395031,"Rochester, NY",51
2010-11,13.768233563,394640,"Grand Rapids, MI",52
2010-11,19.900329694,395167,"Tucson, AZ",53
2010-11,9.530412442,753924,"Urban Honolulu, HI",54
2010-11,12.906863804,395169,"Tulsa, OK",55
2010-11,17.190982173,394619,"Fresno, CA",56
2010-11,17.207724498,395238,"Worcester, MA",57
2010-11,14.556860162,394415,"Stamford, CT",58
2010-11,18.791616774,394312,"Albuquerque, NM",59
2010-11,15.614884131,394308,"Albany, NY",60
2010-11,17.185987837,394938,"Omaha, NE",61
2010-11,15.928894489,394908,"New Haven, CT",62
2010-11,13.755153153,394357,"Bakersfield, CA",63
2010-11,13.492394612,394753,"Knoxville, TN",64
2010-11,12.768228274,394653,"Greenville, SC",65
2010-11,13.344578808,394952,"Ventura, CA",66
2010-11,15.891171819,394318,"Allentown, PA",67
2010-11,10.080643596,394561,"El Paso, TX",68
2010-11,13.809943875,394367,"Baton Rouge, LA",69
2010-11,15.746062342,394521,"Dayton, OH",70
2010-11,12.762422886,394486,"Columbia, SC",72
2010-11,12.107502941,394648,"Greensboro, NC",73
2010-11,11.253103109,394304,"Akron, OH",74
2010-11,13.409050235,753906,"North Port-Sarasota-Bradenton, FL",75
2010-11,12.018208692,394798,"Little Rock, AR",76
2010-11,13.068336949,395134,"Stockton, CA",77
2010-11,12.325091425,394457,"Charleston, SC",78
2010-11,15.536663937,395143,"Syracuse, NY",79
2010-11,16.808022473,394484,"Colorado Springs, CO",80
2010-11,10.364374990,395235,"Winston-Salem, NC",81
2010-11,13.170249496,395224,"Wichita, KS",82
2010-11,16.217793216,395115,"Springfield, MA",83
2010-11,14.784314797,394440,"Fort Myers, FL",84
2010-11,16.203539596,394399,"Boise City, ID",85
2010-11,11.931602461,395160,"Toledo, OH",86
2010-11,12.859428775,394816,"Madison, WI",87
2010-11,13.633528483,394766,"Lakeland, FL",88
2010-11,15.622240605,394931,"Ogden, UT",89
2010-11,14.685190066,394528,"Daytona Beach, FL",90
2010-11,14.214710622,394531,"Des Moines, IA",91
2010-11,12.460853436,394711,"Jackson, MS",92
2010-11,13.114506768,394352,"Augusta, GA",94
2010-11,13.576789274,394666,"Harrisburg, PA",96
2010-11,13.575524572,394957,"Melbourne, FL",97
2010-11,14.589285035,394460,"Chattanooga, TN",98
2010-11,16.848935639,395113,"Spokane, WA",99
2010-11,13.075664427,395006,"Provo, UT",100
2010-11,14.118183322,394768,"Lancaster, PA",101
2010-11,14.862469266,394871,"Modesto, CA",102
2010-11,11.644629410,394997,"Portland, ME",103
2010-11,11.657538130,394549,"Durham, NC",104
2010-11,13.855267557,394792,"Lexington, KY",106
2010-11,17.363777825,394770,"Lansing, MI",108
2010-11,11.754172226,394590,"Fayetteville, AR",109
2010-11,15.342096900,394971,"Pensacola, FL",110
2010-11,18.160914924,395195,"Visalia, CA",111
2010-11,12.620339420,395096,"Shreveport, LA",112
2010-11,11.228186191,395116,"Springfield, MO",113
2010-11,16.376446738,395244,"York, PA",114
2010-11,12.006502401,394502,"Corpus Christi, TX",115
2010-11,17.969141330,394596,"Flint, MI",116
2010-11,19.716272692,395019,"Reno, NV",117
2010-11,11.544433487,394338,"Asheville, NC",118
2010-11,10.955615748,394995,"Port St. Lucie, FL",119
2010-11,9.752528942,394612,"Fort Wayne, IN",122
2010-11,15.450552686,394870,"Mobile, AL",125
2010-11,14.976330390,395015,"Reading, PA",126
2010-11,11.472139239,394746,"Killeen, TX",128
2010-11,13.709578167,394439,"Canton, OH",129
2010-11,12.660774948,394372,"Beaumont, TX",130
2010-11,16.791577627,394820,"Manchester, NH",131
2010-11,16.877845934,395048,"Salem, OR",132
2010-11,16.995388088,394327,"Anchorage, AK",133
2010-11,17.456857979,394972,"Peoria, IL",135
2010-11,11.544647199,394898,"Myrtle Beach, SC",136
2010-11,15.322503538,394875,"Montgomery, AL",137
2010-11,13.519389775,395146,"Tallahassee, FL",140
2010-11,17.970710952,395164,"Trenton, NJ",141
2010-11,9.440934090,394589,"Fayetteville, NC",142
2010-11,16.445225326,394576,"Eugene, OR",145
2010-11,14.128959562,395033,"Rockford, IL",146
2010-11,12.150947744,395070,"Savannah, GA",147
2010-11,13.853751032,394332,"Ann Arbor, MI",148
2010-11,13.385347104,394927,"Ocala, FL",149
2010-11,13.243838213,394901,"Naples, FL",151
2010-11,11.928371772,395107,"South Bend, IN",152
2010-11,12.592968632,395109,"Spartanburg, SC",153
2010-11,12.541060419,395028,"Roanoke, VA",156
2010-11,11.534439441,394602,"Fort Collins, CO",159
2010-11,11.945931696,394488,"Columbus, GA",161
2010-11,14.049091280,394405,"Boulder, CO",162
2010-11,13.998179423,394808,"Lubbock, TX",163
2010-11,14.550727793,394543,"Duluth, MN",166
2010-11,15.367981121,394622,"Gainesville, FL",170
2010-11,11.219135102,394471,"Clarksville, TN",172
2010-11,13.445689476,395229,"Wilmington, NC",175
2010-11,13.343113586,394645,"Greeley, CO",177
2010-11,14.458920059,394937,"Olympia, WA",179
2010-11,14.727143183,753875,"Crestview-Fort Walton Beach-Destin, FL",187
2010-11,10.671415045,395103,"Sioux Falls, SD",193
2010-11,13.434129290,394459,"Charlottesville, VA",197
2010-11,11.003304096,394361,"Barnstable Town, MA",199
2010-11,16.661266126,395002,"Prescott, AZ",202
2010-11,12.748185368,394378,"Bellingham, WA",212
2010-11,16.033764577,394765,"Lake Havasu City, AZ",213
2010-11,10.407887330,394681,"Hilton Head Island, SC",223
2010-11,12.780570304,394960,"Panama City, FL",226
2010-11,12.360592315,394519,"Daphne, AL",228
2010-11,13.400751939,394623,"Gainesville, GA",229
2010-11,7.775245110,394716,"Jacksonville, NC",232
2010-11,15.944209818,395009,"Punta Gorda, FL",251
2010-11,15.442315842,394380,"Bend, OR",256
2010-11,11.555758510,394685,"Homosassa Springs, FL",289
2010-11,8.133214997,394351,"Auburn, AL",290
2010-11,12.362861765,394983,"Pittsfield, MA",310
2010-11,10.974163561,394712,"Jackson, TN",313
2010-12,15.883316445,102001,United States,0
2010-12,13.411247073,394913,"New York, NY",1
2010-12,18.246408481,753899,"Los Angeles-Long Beach-Anaheim, CA",2
2010-12,17.929900685,394463,"Chicago, IL",3
2010-12,15.386161404,394514,"Dallas-Fort Worth, TX",4
2010-12,17.771379198,394974,"Philadelphia, PA",5
2010-12,15.182974569,394692,"Houston, TX",6
2010-12,15.956430707,395209,"Washington, DC",7
2010-12,13.801152280,394856,"Miami-Fort Lauderdale, FL",8
2010-12,16.810375440,394347,"Atlanta, GA",9
2010-12,17.149332943,394404,"Boston, MA",10
2010-12,16.766574284,395057,"San Francisco, CA",11
2010-12,17.831742361,394532,"Detroit, MI",12
2010-12,17.369930699,395025,"Riverside, CA",13
2010-12,24.531889832,394976,"Phoenix, AZ",14
2010-12,18.893401893,395078,"Seattle, WA",15
2010-12,21.787316213,394865,"Minneapolis-St Paul, MN",16
2010-12,21.066835671,395056,"San Diego, CA",17
2010-12,19.256104560,395121,"St. Louis, MO",18
2010-12,18.073606115,395148,"Tampa, FL",19
2010-12,18.997837636,394358,"Baltimore, MD",20
2010-12,18.355523875,394530,"Denver, CO",21
2010-12,13.949837599,394982,"Pittsburgh, PA",22
2010-12,19.992789505,394998,"Portland, OR",23
2010-12,12.951514896,394458,"Charlotte, NC",24
2010-12,19.484403641,395045,"Sacramento, CA",25
2010-12,13.856207871,395055,"San Antonio, TX",26
2010-12,17.468529973,394943,"Orlando, FL",27
2010-12,16.300054189,394466,"Cincinnati, OH",28
2010-12,14.891324961,394475,"Cleveland, OH",29
2010-12,16.614073631,394735,"Kansas City, MO",30
2010-12,17.553356139,394775,"Las Vegas, NV",31
2010-12,14.559247902,394492,"Columbus, OH",32
